model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2,2017,20998,2,14997,0,145,51.4,3
1,2016,15498,2,14313,1,125,51.4,1.5
4,2014,9998,2,82681,0,30,62.8,2
0,2017,12498,1,37919,0,20,72.4,1.5
0,2016,12498,1,38276,0,20,70.6,1.5
2,2017,14498,1,21105,1,150,48.7,2
2,2019,27498,2,9091,0,150,52.3,2
1,2017,16498,2,25405,0,150,64.2,2
0,2017,21498,2,23699,1,200,39.8,3
2,2019,21998,2,7237,0,145,60.1,2
2,2019,26998,2,15002,0,145,48.7,2
4,2018,25998,2,19479,0,145,46.3,2
2,2019,22898,0,12249,0,145,62.8,2
0,2019,17498,0,10565,0,145,72.4,1.5
2,2018,20998,2,28180,1,145,48.7,2
0,2017,15498,2,40228,0,125,60.1,2
4,2015,11450,1,60529,0,30,65.7,2
13,2016,30998,2,26782,0,200,44.8,3
9,2019,21998,1,5687,1,150,41.5,1.5
5,2015,17498,2,51412,0,160,49.6,3
2,2016,18998,2,28762,0,160,51.4,3
0,2016,14998,0,30300,0,30,65.7,2
22,2017,19998,0,41949,2,140,470.8,0
2,2017,15998,2,16943,1,150,51.4,2
2,2017,14998,1,13309,1,150,48.7,2
2,2019,26498,2,7098,1,150,41.5,2
3,2019,31898,2,4125,0,145,50.4,3
17,2016,29998,2,26363,1,305,34,3
1,2016,19999,2,29139,1,205,39.8,3
2,2016,17998,2,44888,0,160,51.4,3
2,2016,18998,2,19125,0,150,53.3,3
1,2017,15998,1,12248,1,125,53.3,1.5
1,2015,9698,1,60891,0,20,68.9,2
1,2018,18498,2,7202,1,145,38.2,2
4,2017,22498,2,19864,0,145,65.7,2
2,2016,14498,2,58872,0,30,67.3,2
8,2017,19862,2,11000,0,150,55.4,2
14,2019,68898,0,5203,1,145,24.8,3
4,2016,19998,2,16555,0,160,51.4,2
2,2017,22998,2,19505,0,145,51.4,3
10,2019,35998,2,2451,0,145,54.3,2
6,2019,48898,2,17501,0,145,41.5,3
9,2019,24998,1,4174,0,145,48.7,2
4,2019,26898,2,4917,0,145,65.7,2
0,2019,21898,1,4100,1,150,41.5,1.5
3,2016,18500,2,22566,0,145,55.4,3
0,2015,16314,1,17846,1,300,35.3,3
2,2019,29998,2,10171,1,145,41.5,2
4,2017,25498,2,20279,2,135,156.9,2
12,2016,35498,0,14626,0,235,42.8,3
2,2019,27498,2,14793,0,145,48.7,2
8,2016,18998,2,20259,0,145,55.4,2
2,2017,21898,2,10305,0,145,56.5,3
0,2016,12498,1,22103,0,20,72.4,1.5
2,2016,16998,2,44600,0,145,56.5,3
8,2017,21498,2,19682,1,160,44.8,2
0,2017,13998,1,33094,0,20,72.4,1.5
2,2019,35998,2,9632,0,145,49.6,2
2,2016,12950,2,44635,0,0,74.3,2
2,2017,15127,2,26630,1,125,51.4,2
2,2014,11470,2,49500,0,30,62.8,2
3,2014,13991,1,22908,0,125,58.9,2
2,2016,19298,2,32382,0,200,49.6,3
3,2019,21998,2,16616,0,145,65.7,2
2,2016,18998,0,24709,0,145,53.3,3
3,2016,18498,2,36435,0,165,52.3,3
2,2016,13798,2,34860,1,125,54.3,1.5
4,2016,17998,0,28695,0,145,53.3,3
8,2016,19998,0,13085,0,145,55.4,2
2,2018,19998,2,16159,1,145,48.7,2
3,2017,17998,0,43111,0,145,65.7,2
3,2017,21998,0,13941,1,145,48.7,2
3,2017,19998,2,13273,0,145,65.7,2
4,2018,25998,2,24141,2,140,156.9,2
11,2019,33998,2,9064,0,150,42.8,2
4,2018,28998,2,26471,1,150,39.2,3
4,2019,27898,2,11871,0,150,62.8,2
4,2017,22998,2,20033,0,150,65.7,2
0,2020,29998,2,934,0,150,48.7,2
3,2019,24998,2,3214,0,150,65.7,2
2,2019,21998,2,11300,0,150,55.4,2
3,2018,20998,2,23358,0,145,65.7,2
2,2016,13998,2,66362,0,30,62.8,2
3,2018,21998,2,15600,0,145,65.7,2
2,2018,16291,2,25329,1,145,51.4,1.5
2,2014,11891,2,54335,0,30,62.8,2
0,2015,10991,2,45000,0,20,72.4,1.5
2,2017,17498,0,58080,2,0,134.5,2
3,2017,19998,2,8333,1,145,48.7,2
4,2016,17498,2,19218,0,30,62.8,2
8,2016,18797,0,13505,0,125,57.6,2
2,2016,16747,2,25513,0,145,56.5,3
2,2017,19047,0,16844,0,145,56.5,3
2,2017,14050,1,20829,1,145,48.7,2
4,2016,13991,2,44002,0,20,68.9,2
0,2016,14991,1,7000,0,30,65.7,2
0,2016,13491,1,24000,0,30,65.7,2
0,2017,12491,1,19167,0,20,68.9,2
1,2015,11679,1,46200,1,30,54.3,1.5
2,2013,10170,1,49102,0,125,57.6,2
1,2017,15750,2,18652,0,145,65.7,2
0,2016,13895,2,31453,0,20,67.3,2
0,2018,13295,1,18712,0,145,50.4,2
4,2015,17000,2,40750,0,160,50.4,3
2,2015,13000,1,61443,1,200,39.8,2
1,2018,16998,1,5898,1,145,42.2,1.5
1,2015,18998,2,24859,1,260,37.2,3
1,2019,16998,1,3935,1,150,40.9,1.5
2,2017,18995,2,23505,0,145,64.2,2
1,2014,11999,1,31289,0,30,62.8,2
1,2014,11999,1,31289,0,30,62.8,2
1,2018,17498,2,5346,1,145,39.8,1.5
8,2017,18998,2,32217,0,145,55.4,2
2,2014,12998,1,31826,0,125,57.6,2
11,2016,20998,2,62862,0,205,47.9,3
2,2017,14498,2,38328,1,150,51.4,2
4,2018,25998,2,30810,0,150,60.1,3
0,2019,19498,2,9739,0,145,67.3,2
8,2017,18998,2,28686,0,125,57.6,2
1,2018,14998,1,20001,1,150,50.4,1.5
7,2019,69898,0,4075,1,145,26.7,3
2,2019,29998,2,8765,1,145,41.5,2
7,2019,84898,2,3185,1,145,24.4,4.4
17,2019,44898,2,8124,1,145,34,3
12,2016,32998,0,12525,0,200,47.1,3
4,2019,30998,2,11675,0,145,56.5,3
1,2018,17998,2,5877,1,145,40.9,1.5
2,2019,25898,2,11917,0,150,52.3,2
2,2019,28898,2,1250,1,145,42.2,2
2,2017,19898,2,40238,0,145,53.3,3
4,2017,23898,2,11896,0,30,65.7,2
0,2017,17498,2,17640,0,145,65.7,2
1,2016,12498,1,16793,1,30,57.6,1.5
2,2017,17998,2,32000,0,145,62.8,2
6,2018,25998,2,22892,1,145,41.5,3
7,2019,67898,2,7903,0,145,38.2,3
0,2017,20498,2,16875,1,145,39.8,3
3,2019,21998,2,11032,0,145,65.7,2
0,2018,15498,1,5953,1,150,53.3,1.5
0,2017,13698,2,12102,0,0,78.5,1.5
4,2017,23998,2,13970,0,145,65.7,2
5,2016,22798,2,19366,1,260,36.7,3
17,2018,36498,2,7732,1,145,34,3
8,2017,19498,2,18798,0,145,55.4,2
1,2017,15998,2,30330,0,145,64.2,2
3,2018,19498,2,27198,0,145,65.7,2
0,2017,14498,1,28831,0,145,65.7,2
8,2014,9998,2,68647,0,160,52.3,2
0,2017,20250,2,20336,1,200,39.8,3
5,2016,18737,0,37868,0,160,51.4,3
2,2017,20498,0,17521,0,145,53.3,3
2,2016,17298,2,27985,2,0,134.5,2
0,2014,9460,1,53872,0,30,65.7,2
2,2013,10850,0,73271,0,145,55.4,3
12,2015,23491,0,43271,0,205,47.9,2
1,2018,16798,1,14534,0,145,57.7,1.5
2,2019,23498,0,9117,0,145,54.3,2
4,2016,17498,2,29823,0,160,51.4,3
0,2015,11950,2,67500,0,20,67.3,2
11,2016,21995,0,38900,0,145,54.3,2
0,2016,13950,2,40000,0,20,67.3,2
2,2015,15195,2,56000,0,145,56.5,2
4,2014,15495,2,51565,0,160,51.4,2
9,2019,23890,2,5743,1,145,38.7,2
0,2016,11498,1,68985,0,20,68.9,2
2,2018,17498,2,16149,1,145,51.4,1.5
15,2019,48898,2,25,1,145,29.1,3
4,2017,24498,2,20657,0,145,60.1,2
8,2016,16998,1,13612,0,125,60.1,2
12,2019,58898,2,10,0,145,37.7,3
11,2020,43898,2,2679,1,145,26.9,3
0,2016,18998,1,24997,1,260,36.2,3
12,2019,49998,2,7101,0,145,37.7,3
1,2015,19898,2,11711,1,260,37.2,3
4,2017,23898,2,46954,0,145,60.1,3
17,2019,45898,2,25,1,145,34,3
0,2016,17898,1,26447,1,300,35.3,3
8,2016,20998,2,26821,1,160,44.8,2
0,2017,15498,1,19217,1,150,52.3,1.5
22,2017,19998,0,41146,2,0,470.8,0
2,2017,19998,2,24059,0,150,53.3,3
22,2017,21898,0,10839,2,0,470.8,0
2,2019,26898,2,10707,0,150,52.3,2
2,2019,23298,2,10785,0,150,54.3,2
2,2019,29998,2,10035,1,145,41.5,2
17,2019,47898,2,5650,1,145,32.5,3
1,2019,23898,0,6375,0,145,61.4,2
3,2019,30898,2,6123,0,150,49.6,3
5,2014,17898,2,64215,0,160,49.6,3
9,2019,27898,2,3770,0,145,50.4,2
12,2018,36898,0,33012,1,150,29.1,4.4
2,2017,19898,2,30824,2,140,134.5,2
17,2019,40950,2,19322,1,150,34,3
8,2017,17900,1,34625,0,150,60.1,2
3,2015,13995,1,33755,1,160,44.8,2
2,2013,10200,1,56423,1,200,40.4,2
4,2017,21440,2,34779,0,150,62.8,2
4,2016,18385,2,45356,0,160,51.4,3
3,2018,21840,2,10291,0,150,65.7,2
2,2015,16480,2,57377,0,165,51.4,3
4,2016,15485,2,50492,0,30,62.8,2
4,2019,26798,2,16128,0,145,60.1,2
2,2019,32995,1,612,0,145,54.3,2
3,2016,23990,2,22254,1,200,41.5,3
1,2016,21490,2,20348,1,200,39.8,3
10,2019,39500,2,1704,0,145,54.3,2
10,2019,39500,2,105,0,145,54.3,2
10,2019,36900,2,2367,0,145,54.3,2
9,2018,23900,2,3391,0,145,61.4,2
2,2018,20000,2,17892,0,145,60.1,2
14,2019,74990,2,9200,0,145,31.4,3
12,2019,54900,2,10,0,150,37.7,3
8,2017,17790,2,36885,0,125,60.1,2
5,2019,32000,2,2500,1,150,42.8,2
8,2017,21998,2,5020,0,145,60.1,2
0,2016,13998,1,19188,0,20,70.6,1.5
0,2019,16500,1,5450,0,145,72.4,1.5
2,2019,34000,2,4650,0,145,47.9,3
4,2019,29000,2,4727,0,145,62.8,2
2,2019,32990,2,5400,0,145,49.6,2
2,2019,30000,1,5385,0,145,54.3,2
6,2016,33000,2,18190,1,200,40.4,3
2,2019,35000,2,7685,0,145,48.7,2
0,2017,14898,1,28133,0,145,65.7,2
4,2019,29998,2,5000,0,145,62.8,2
3,2019,28898,2,5000,1,145,48.7,2
2,2019,26498,2,16151,0,145,48.7,2
12,2014,18998,0,84512,0,205,47.9,2
0,2013,6998,1,57125,1,150,49.6,1.6
9,2018,22898,2,21150,1,145,38.7,2
2,2016,18898,0,13493,1,160,44.1,2
8,2017,19498,0,27490,0,145,57.6,2
4,2019,29898,2,7730,0,145,60.1,2
0,2019,25898,1,3000,1,145,41.5,1.5
2,2019,29998,1,5000,0,145,54.3,2
2,2018,21898,2,6425,1,145,48.7,2
10,2019,53898,2,6520,1,145,24.8,3
2,2019,23898,0,11603,0,145,52.3,2
0,2019,19598,2,11308,0,145,67.3,2
0,2019,18998,2,10974,0,145,48.7,2
0,2016,15498,2,35340,0,30,65.7,2
3,2019,29990,2,10013,0,145,49.6,3
3,2019,29990,2,6644,0,145,49.6,3
0,2019,33500,2,5354,0,145,48.7,2
5,2018,28495,2,21525,0,145,49.6,3
8,2015,16900,2,42530,0,125,57.6,2
4,2019,25500,0,1032,0,145,65.7,2
9,2018,23750,2,15093,0,145,58.9,2
2,2019,26390,2,5288,0,145,57.7,2
3,2019,25000,2,10996,0,145,60.1,2
0,2019,18990,1,6615,0,145,70.6,1.5
0,2019,18900,1,5379,0,145,70.6,1.5
16,2017,38000,2,14894,1,300,34,3
9,2019,23000,2,929,1,145,40.4,2
2,2017,19990,2,25212,0,145,62.8,2
11,2019,44000,2,3253,1,145,26.9,3
3,2019,27000,2,1400,0,145,65.7,2
0,2019,34990,2,4020,0,145,48.7,2
8,2019,28500,1,105,0,145,68.9,2
8,2019,31490,1,105,0,145,60.1,2
8,2019,30900,2,678,0,145,65.7,2
8,2016,19850,2,14542,0,125,60.1,2
8,2016,18490,1,19064,0,125,60.1,2
4,2018,27990,2,18327,0,145,60.1,3
8,2019,22500,1,1272,1,145,54.3,1.5
11,2018,34000,2,935,0,145,42.8,2
8,2016,19000,2,15605,0,125,60.1,2
0,2019,25490,2,5379,1,145,39.8,3
10,2016,21000,2,15989,0,145,54.3,2
10,2016,19490,2,43688,0,145,54.3,2
1,2018,16998,1,12792,0,150,51.4,2
2,2017,20898,2,17131,0,150,64.2,2
11,2019,33898,2,10792,0,150,42.8,2
10,2017,24500,2,12674,0,145,54.3,2
1,2019,22500,2,5058,1,145,50.4,2
2,2018,24990,2,13271,0,150,53.3,3
23,2019,67500,0,6000,2,140,141.2,1.5
8,2016,19295,2,13049,0,125,57.6,2
1,2015,14998,2,29809,0,20,68.9,2
6,2019,48898,2,5000,1,145,34.5,3
1,2016,14998,2,32274,1,125,51.4,1.5
0,2013,10998,2,41501,0,30,64.2,2
2,2016,13998,1,47274,1,200,41.5,2
2,2016,13498,2,45341,0,0,74.3,2
10,2015,16998,2,73312,0,145,54.3,2
1,2019,27500,0,3286,1,145,39.8,3
1,2019,22000,1,3266,1,145,52.3,1.5
1,2019,22000,1,2560,1,145,52.3,1.5
1,2019,21500,1,4067,1,145,52.3,1.5
4,2019,30000,2,5479,1,145,50.4,2
4,2019,36500,2,4971,0,145,55.4,2
1,2019,22990,1,3205,1,145,52.3,1.5
2,2019,32990,2,9503,0,145,49.6,2
23,2017,48898,0,36127,2,0,134.5,1.5
8,2016,20900,2,15537,1,165,44.8,2
1,2016,15490,1,7390,1,165,44.8,2
0,2019,21900,1,917,1,150,44.8,1.5
0,2019,22900,1,969,0,150,68.9,2
6,2019,47000,2,5113,0,145,44.1,3
10,2019,33990,2,11,0,145,54.3,2
2,2017,23500,2,21798,0,145,49.6,3
2,2019,22000,2,10300,0,145,55.4,2
12,2019,52500,2,5597,0,145,37.7,3
4,2019,26000,2,12209,0,145,62.8,2
0,2019,23000,2,1956,0,145,60.1,2
2,2019,24898,2,13125,0,145,52.3,2
0,2016,15498,1,20233,0,30,62.8,2
0,2017,14998,2,48972,0,150,65.7,2
12,2017,36898,0,28193,1,150,29.1,4.4
6,2019,46898,2,7200,0,150,42.2,3
18,2019,62898,2,4200,1,150,26.9,4.4
3,2016,21898,2,10000,0,160,52.3,3
1,2018,21498,2,1749,0,145,47.1,2
2,2018,25990,2,8344,0,145,53.3,3
13,2019,64900,2,7200,0,145,33.2,3
3,2020,27490,2,100,0,145,60.1,2
3,2020,28990,2,100,0,145,52.3,3
3,2020,30750,2,100,0,145,50.4,3
2,2016,16690,2,30271,0,145,53.3,3
1,2017,16998,2,25544,0,145,64.2,2
4,2017,23998,2,13373,0,145,65.7,2
3,2019,21998,2,17417,0,145,65.7,2
1,2019,16998,1,7201,1,150,42.8,1.5
1,2017,16798,2,23843,0,145,64.2,2
2,2016,11998,2,78980,0,30,70.6,2
0,2019,17998,1,6047,1,145,56.5,1.5
2,2019,23298,2,14320,0,145,54.3,2
4,2017,24298,2,13863,0,145,60.1,2
1,2018,19990,2,5600,0,145,49.6,2
7,2019,72990,2,8200,1,145,26.7,4.4
6,2019,42990,2,9931,0,145,44.1,3
4,2013,12791,2,55642,0,145,55.4,2
0,2017,14991,1,20847,1,145,52.3,1.5
1,2016,14498,1,16735,0,20,74.3,1.5
2,2018,16998,2,21879,1,150,51.4,1.5
1,2016,20990,2,21924,1,260,37.2,3
2,2015,15990,1,43574,1,200,39.8,2
9,2019,24500,2,10112,0,145,61.4,2
11,2019,35490,2,6250,0,145,42.8,2
10,2019,38900,2,3302,0,145,48.7,3
2,2018,17620,0,20461,0,145,60.1,2
2,2017,19991,2,27123,0,145,62.8,2
1,2015,11991,1,52656,0,30,62.8,2
2,2016,19998,2,26711,0,160,51.4,3
2,2017,15998,2,15931,1,125,51.4,2
8,2016,18998,1,10935,0,125,58.9,2
2,2019,26998,2,13268,0,145,48.7,2
1,2019,20498,2,6195,1,145,47.9,2
1,2015,11998,2,30738,0,20,68.9,2
1,2019,18498,2,4079,1,150,39.8,1.5
10,2015,14998,2,34348,0,150,55.4,2
2,2018,21998,2,14008,0,145,62.8,2
0,2016,18498,2,36523,1,205,39.8,3
2,2015,15998,2,47812,0,160,51.4,3
20,2014,13498,1,22080,1,205,41.5,2
4,2015,17998,2,41858,0,200,48.7,3
11,2019,33998,2,4231,0,150,42.8,2
0,2019,18998,1,12250,0,150,70.6,1.5
0,2019,21898,1,4100,1,150,41.5,1.5
2,2018,20140,0,2674,0,145,64.2,2
3,2018,22991,2,10990,0,145,65.7,2
12,2015,19991,0,62839,0,200,47.9,3
0,2016,16998,1,21076,1,300,35.3,3
2,2017,11498,1,51299,1,125,52.3,1.5
1,2015,14298,2,25970,0,125,58.9,2
2,2019,26498,2,11504,1,150,41.5,2
0,2016,14998,2,25253,1,125,54.3,1.5
10,2015,18298,2,58779,0,145,54.3,2
4,2019,27698,0,8722,0,145,60.1,2
2,2015,12498,1,32082,1,125,52.3,1.5
20,2015,13498,2,48444,1,200,41.5,2
1,2019,18298,2,1230,1,145,50.4,2
1,2017,10000,1,51493,1,30,55.4,1.5
2,2015,13991,1,37373,0,30,64.2,2
2,2016,17750,1,15082,1,200,41.5,2
2,2018,21490,2,18385,1,145,48.7,2
8,2013,7998,1,64698,0,160,51.4,2
8,2016,17998,1,14300,0,125,58.9,2
3,2015,13198,1,62477,0,30,62.8,2
1,2017,16498,2,24354,0,145,64.2,2
13,2017,30998,2,21756,0,145,47.1,3
1,2019,24998,2,8555,0,145,46.3,2
2,2017,13998,1,37323,0,150,67.3,2
2,2013,8490,1,68578,0,30,61.4,2
3,2018,21500,2,768,0,145,65.7,2
1,2015,15500,2,25180,0,20,68.9,2
4,2017,22000,2,30109,0,150,65.7,2
2,2017,18998,2,30355,0,145,64.2,2
0,2017,13995,2,18124,0,145,70.6,2
10,2014,14495,2,44000,0,165,50.4,2
2,2013,7495,1,83000,0,30,62.8,2
10,2017,20495,2,33275,0,150,54.3,2
2,2019,29998,2,4918,0,150,52.3,2
1,2017,16498,2,27811,0,145,64.2,2
1,2017,17498,2,19307,0,145,64.2,2
1,2017,17498,2,21809,0,145,64.2,2
1,2017,16798,2,25884,0,145,64.2,2
10,2016,20998,2,25574,0,145,54.3,2
2,2018,19998,2,4807,0,145,64.2,2
10,2016,16998,2,63589,0,145,54.3,2
0,2016,14298,1,22265,0,20,70.6,1.5
0,2016,12998,2,31879,0,0,78.5,1.5
3,2017,16998,2,64473,0,125,58.9,2
1,2016,11698,1,36250,0,30,65.7,2
1,2015,14498,2,19236,1,145,47.9,2
8,2017,18698,2,41384,0,145,55.4,2
12,2015,23421,0,31526,0,200,47.9,3
2,2017,21998,2,30963,0,145,53.3,3
4,2018,22498,2,31660,0,145,62.8,2
1,2017,17298,2,23752,0,145,64.2,2
0,2015,11995,1,38000,1,125,52.3,1.5
4,2016,16498,2,32298,0,30,62.8,2
0,2015,16990,0,35046,1,235,37.7,3
2,2017,19547,0,29184,0,145,51.4,3
2,2016,15230,0,46871,0,145,56.5,3
0,2016,17600,2,31179,1,235,37.7,3
8,2016,16597,0,47277,0,145,55.4,2
2,2017,20197,0,33443,0,145,53.3,3
3,2016,16380,0,39563,0,30,65.7,2
2,2016,14991,2,20923,0,20,70.6,2
1,2018,19995,0,12272,1,145,47.9,2
0,2013,9990,1,29000,1,145,48.7,2
2,2017,19995,2,34634,0,150,53.3,3
8,2017,19798,2,21700,0,145,55.4,2
11,2019,33998,2,14404,0,150,42.8,2
2,2019,24898,2,11249,0,150,52.3,2
2,2016,16500,2,27444,0,125,60.1,2
2,2016,16750,2,39750,0,165,51.4,3
4,2016,16250,2,43000,0,30,62.8,2
2,2013,11950,2,88000,0,125,57.6,3
8,2017,20498,2,23651,0,125,57.6,2
1,2014,13998,1,22086,0,125,58.9,2
0,2019,19998,2,10027,1,145,47.9,2
1,2018,22998,2,27542,1,145,39.8,3
10,2016,20000,2,34334,0,150,54.3,2
8,2018,23295,2,11570,1,150,44.8,2
2,2019,25990,2,2980,0,150,57.7,2
2,2015,19995,2,23338,1,205,41.5,3
10,2019,37900,2,7776,0,150,48.7,3
4,2013,10750,2,60611,0,125,60.1,2
2,2013,9995,2,66000,0,145,53.3,2
12,2017,30990,0,31536,0,200,47.1,3
13,2016,26990,2,32711,0,200,47.1,3
1,2016,12998,1,20565,0,0,74.3,1.5
2,2015,18498,2,27855,0,160,51.4,3
8,2016,17498,1,15413,0,125,58.9,2
1,2017,16498,1,29117,0,145,62.8,2
3,2018,23998,2,8524,0,150,52.3,3
2,2013,10298,2,51645,0,30,62.8,2
2,2016,16698,1,14518,0,125,58.9,2
3,2016,16807,0,39218,0,30,65.7,2
4,2017,17985,2,29337,0,125,60.1,2
3,2016,22495,0,13295,1,260,37.2,3
2,2019,26885,2,11751,1,145,42.2,2
1,2015,11495,1,41388,0,20,74.3,1.5
3,2016,17785,0,37032,0,125,58.9,2
3,2015,17495,2,34802,1,235,39.2,3
1,2017,18950,0,23295,1,200,39.8,3
13,2018,33450,0,35706,0,145,47.1,3
0,2016,10450,2,52562,0,0,78.5,1.5
3,2014,14450,1,27405,1,165,44.8,2
1,2018,16750,1,13052,0,145,64.2,2
2,2017,20990,2,19842,0,160,51.4,3
2,2014,10990,1,65077,0,30,61.4,2
10,2013,5299,2,26000,0,165,50.4,2
2,2017,18985,2,28173,2,0,134.5,2
8,2018,22995,0,12848,1,145,44.8,2
1,2018,19995,0,11805,2,135,135.5,1.5
4,2017,22995,0,17117,0,145,65.7,2
2,2015,11750,2,60210,0,125,58.9,2
3,2018,21990,2,24118,0,150,65.7,2
3,2014,14750,2,60212,0,125,58.9,2
0,2013,13990,2,38748,1,235,37.7,3
4,2018,22990,0,23891,0,145,68.9,2
4,2018,22750,2,30500,0,145,68.9,2
2,2014,10450,1,51030,0,30,62.8,2
2,2013,12990,2,54073,0,125,57.6,3
17,2017,34950,2,20750,1,300,34,3
8,2015,9990,1,43877,0,165,51.4,2
3,2014,14990,2,43000,0,150,56.5,2
2,2015,13350,2,54695,0,125,58.9,2
2,2017,13995,1,25345,1,150,48.7,2
4,2014,13995,2,80500,0,125,57.6,2
5,2017,23750,0,25338,0,200,49.6,3
2,2015,11490,0,57855,1,200,43.5,2
11,2014,17450,0,67975,0,200,47.9,3
13,2018,36498,2,4015,0,145,47.1,3
2,2018,21498,2,20369,0,145,60.1,2
2,2013,10995,1,27000,0,30,61.4,2
12,2017,32498,0,22306,0,145,47.1,3
3,2015,19898,2,21803,0,165,49.6,3
6,2017,26998,2,34017,0,125,57.6,3
4,2016,11995,1,69850,0,30,65.7,2
0,2013,8295,1,71797,0,30,65.7,2
2,2018,18995,2,21010,0,150,62.8,2
5,2016,22495,2,30252,0,200,49.6,3
2,2017,18495,2,29999,0,145,64.2,2
3,2017,18495,0,33683,0,30,65.7,2
12,2013,21990,0,64979,0,200,45.6,3
8,2017,17990,2,36687,0,125,57.6,2
3,2015,13490,1,73581,0,30,62.8,2
2,2015,13990,0,37087,0,125,61.4,2
12,2014,20490,0,38000,0,200,45.6,3
4,2016,16460,2,32998,0,125,60.1,2
2,2015,17190,0,34089,0,160,51.4,3
2,2014,12795,2,63592,0,125,60.1,2
2,2019,26998,2,14572,0,145,48.7,2
5,2019,52500,0,9000,0,145,42.2,2
8,2017,16995,2,22000,0,145,65.7,2
8,2017,14995,1,33600,0,150,68.9,2
8,2016,17495,1,25000,0,125,58.9,2
4,2014,14995,2,42313,0,145,55.4,3
11,2018,33998,2,14777,0,145,42.8,2
2,2018,26998,2,1426,1,145,41.5,3
19,2016,35898,2,26642,1,555,28.5,4.4
8,2016,18998,2,26098,0,125,57.6,2
2,2014,14498,2,41419,1,200,42.2,2
8,2017,18898,2,27720,0,125,57.6,2
10,2015,20898,2,34104,0,145,54.3,2
0,2019,21898,2,14720,0,145,67.3,2
4,2017,22898,2,11303,0,145,65.7,2
4,2016,10990,1,85635,0,30,65.7,2
3,2016,15790,2,73921,0,160,51.4,3
3,2015,15990,0,67958,0,160,51.4,3
4,2016,13695,0,61989,0,20,68.9,2
3,2016,14495,1,43052,0,30,62.8,2
0,2015,12950,0,31384,0,30,65.7,2
2,2015,14490,2,55024,0,30,62.8,2
2,2015,10570,1,59020,0,125,57.6,2
12,2015,24020,0,69358,0,200,47.1,3
10,2014,13995,2,33655,0,165,50.4,2
2,2015,10000,1,85515,0,20,68.9,2
1,2018,19491,0,7460,0,145,47.1,2
10,2014,15590,0,51362,0,145,54.3,2
8,2016,17190,1,22197,0,125,58.9,2
0,2017,20998,2,19479,1,200,39.8,3
0,2017,20998,2,24999,1,200,39.8,3
1,2015,12198,1,22812,0,20,74.3,1.5
1,2016,19500,2,24790,1,265,37.2,3
5,2017,25998,2,18895,0,145,51.4,3
3,2019,29898,2,2145,0,145,58.9,2
0,2015,14498,1,25640,0,30,62.8,2
0,2019,17898,2,11804,0,145,70.6,2
2,2019,22898,2,12226,0,145,62.8,2
2,2019,22198,2,13004,0,145,67.3,2
0,2016,15998,2,21914,0,30,65.7,2
1,2019,20898,0,8177,2,135,148.7,1.5
2,2015,11990,2,47742,0,30,67.3,2
2,2018,19940,0,20610,1,145,48.7,2
2,2019,29998,2,3941,1,145,41.5,2
0,2017,21998,2,12453,1,145,39.8,3
2,2017,16098,1,26575,0,30,64.2,2
2,2017,15298,2,42114,1,125,51.4,1.5
0,2016,12995,1,18824,0,20,70.6,2
4,2018,23750,0,17280,0,145,68.9,2
2,2017,19999,2,17347,2,140,134.5,2
0,2015,12299,2,46242,0,30,62.8,2
0,2018,16998,1,14164,1,145,46.3,2
0,2016,15998,2,11239,0,20,68.9,1.5
1,2019,19498,2,5045,0,145,51.4,2
1,2018,18998,2,7762,1,150,50.4,1.5
2,2015,13795,2,92308,0,150,54.3,3
2,2015,12495,2,57209,0,125,61.4,2
8,2016,17750,2,47027,0,145,55.4,2
1,2017,14600,1,10511,0,150,68.9,2
2,2017,17901,2,16965,1,145,46.3,2
17,2015,29197,1,37538,1,325,32.1,3
2,2019,25690,2,21544,1,145,42.2,2
0,2017,14179,1,32015,0,145,68.9,2
2,2016,18656,2,41200,0,150,53.3,3
1,2019,24690,0,3479,2,135,113,1.5
2,2018,21690,2,12008,1,145,48.7,2
2,2017,15995,2,23715,0,150,65.7,2
0,2017,20995,2,31544,1,145,39.8,3
0,2017,20995,2,31544,1,145,39.8,3
4,2014,11495,1,65000,0,125,57.6,2
8,2017,17795,1,24485,0,125,58.9,2
4,2013,10495,2,83000,0,125,57.6,2
11,2017,22995,2,35000,0,150,54.3,2
2,2018,16195,1,37025,0,150,67.3,2
2,2015,15695,2,59204,0,200,49.6,3
3,2017,24000,2,20398,0,145,50.4,3
3,2017,20387,2,19151,0,145,65.7,2
3,2016,19737,2,29958,0,30,65.7,2
3,2017,20910,2,16448,0,145,65.7,2
3,2017,21170,2,8161,0,145,65.7,2
0,2016,14015,1,34281,0,20,70.6,1.5
3,2016,19881,2,21972,0,30,65.7,2
2,2019,25990,2,5714,0,145,52.3,2
3,2016,16995,1,29564,0,30,62.8,2
12,2016,32995,0,36804,0,235,42.8,3
2,2017,16485,2,58081,0,145,64.2,2
0,2016,10985,1,37500,0,20,72.4,1.5
4,2017,23498,2,17231,0,145,53.3,3
2,2015,11995,2,52385,1,165,47.1,2
0,2016,13995,2,42565,0,30,62.8,2
19,2016,36995,2,19000,1,555,27.4,4.4
3,2017,24995,2,13543,0,160,50.4,3
12,2015,25995,0,43344,0,200,47.1,3
3,2015,13495,1,42348,1,200,40.4,2
12,2015,22995,0,41622,0,200,47.9,3
1,2018,17630,2,11056,0,145,64.2,2
